LNR,RESPONSE
45584,0.277816338
41721,0.236131709
41739,0.518100836
42054,0.553838524
42369,0.1831944
42689,0.21123979
43019,0.084706108
43331,0.485593386
51328,0.092527387
51644,0.754194768
51653,0.446562739
51969,0.505647614
52308,0.753441031
52310,0.301395448
52626,0.730196159
52638,0.080059875
52940,0.683327901
52954,0.676923575
55194,0.496970133
55196,0.068488458
55526,0.518100836
55847,0.20521088
55848,0.334559463
51024,0.518100836
51031,0.085377938
51342,0.547272337
51348,0.095703051
51666,0.206703002
51674,0.219303876
51680,0.732852717
52331,0.115775422
53302,0.51710942
82163,0.528596134
82481,0.173859714
82498,0.123764316
55852,0.51710942
55858,0.125481243
55859,0.095812211
51037,0.51710942
51039,0.163292871
51683,0.723446698
51685,0.317337136
51695,0.087642631
51702,0.183945949
52343,0.418159748
52353,0.517723107
53314,0.518100836
53322,0.543106053
53950,0.480405282
54597,0.705634206
54925,0.109949068
55245,0.504554023
55558,0.547573399
55882,0.368974229
51384,0.24343358
51703,0.365064906
51706,0.079787959
51711,0.757008943
52041,0.088117121
52047,0.247011605
52369,0.094963796
52689,0.517526793
53331,0.243093221
53341,0.158085981
63455,0.692289772
63780,0.073074808
63783,0.51710942
64096,0.068403604
64104,0.497104133
64109,0.387173741
64422,0.722587084
65391,0.334559463
65705,0.104953922
65709,0.517809246
61568,0.550891654
62203,0.524955552
62850,0.490735631
62851,0.601953278
63164,0.539390904
63491,0.569098292
63796,0.086149975
63799,0.32085416
63802,0.143799105
63812,0.551571806
64127,0.752661761
64449,0.677112595
64771,0.229997331
65082,0.518100836
65399,0.107331108
66039,0.518100836
66048,0.072175292
71758,0.513453118
72077,0.51710942
72087,0.518100836
72405,0.728347139
72723,0.317679087
72735,0.108499943
73046,0.470524413
73682,0.217470396
73694,0.106305337
73696,0.723794905
74317,0.619921338
74974,0.488676196
75286,0.198505276
75605,0.139155378
75612,0.517723107
75929,0.528236347
76239,0.439548356
71471,0.22803968
71776,0.257646439
71779,0.552430334
72112,0.639405342
72417,0.129231791
72420,0.16547073
72425,0.173793474
73073,0.071340035
73393,0.218806689
73714,0.467478857
74337,0.652887
74347,0.154485264
74354,0.687924862
74666,0.447790395
74667,0.51710942
74990,0.756012934
75949,0.122970701
75952,0.487862778
71486,0.757008943
71805,0.624358575
71813,0.531649027
72130,0.743481282
72437,0.432408057
82469,0.334559463
82788,0.284788527
82793,0.517723107
83111,0.549333488
83113,0.280839211
83420,0.753024247
83425,0.438072588
83428,0.334559463
83433,0.483804542
83759,0.602033283
84381,0.604116276
84709,0.755159923
85024,0.752617415
85026,0.17032851
85671,0.175583883
35158,0.286925113
34851,0.10266909
34853,0.736930454
34859,0.218635367
35162,0.757008943
35165,0.517723107
34865,0.109838915
34877,0.755619241
34898,0.322142933
35203,0.11509157
34902,0.436696723
34907,0.247531474
34930,0.340593257
34939,0.567603254
35249,0.508076859
35561,0.525675816
35568,0.517723107
35572,0.183864586
35574,0.547636594
35575,0.683094591
35889,0.334559463
35583,0.156876105
35587,0.075584108
35597,0.112624026
35900,0.184094874
35602,0.704846956
35606,0.460973685
35922,0.13844766
35936,0.169461848
41020,0.477045086
41028,0.224763148
41344,0.196429286
41666,0.552008906
42319,0.7554747
42634,0.547573399
42944,0.75651576
42952,0.729929202
42954,0.180620688
43274,0.06931266
43582,0.334559463
43590,0.753055589
43594,0.571920713
43909,0.578708415
43917,0.682666755
44561,0.245009391
45202,0.737073279
45210,0.074790016
41684,0.670982049
41691,0.444257597
42333,0.086044898
42660,0.416500926
42963,0.41402838
42979,0.082429483
43287,0.292751772
44582,0.334559463
45233,0.224190789
45544,0.175915101
45550,0.72566426
40729,0.486272608
41379,0.552430334
41395,0.215054972
4332,0.096009687
4346,0.179366681
4044,0.75651576
5031,0.379371092
5033,0.233319353
5057,0.731074934
4737,0.085573093
5067,0.163467611
4757,0.213837339
4758,0.518100836
4762,0.069042505
4780,0.518100836
5183,0.070051151
5191,0.219344563
5198,0.518100836
4802,0.533905094
5126,0.552430334
5132,0.757008943
4830,0.546722179
5154,0.728046339
4854,0.518100836
4861,0.069974501
5180,0.085585994
4574,0.089955738
4896,0.664817994
4592,0.208358608
4599,0.170210838
4914,0.727441315
4604,0.228072952
4932,0.754400659
4623,0.14853028
4633,0.10019481
4636,0.071947909
4944,0.096216403
4949,0.402015923
4644,0.518100836
4977,0.719820986
4674,0.51710942
4986,0.439467436
4683,0.075382386
4686,0.078308208
4691,0.0895116
4700,0.34914435
5018,0.21616951
5341,0.413801981
5646,0.754400659
5647,0.334559463
5649,0.309091426
5661,0.087575849
5671,0.379685548
5677,0.383317258
5375,0.068826775
5396,0.547573399
5410,0.151620142
5411,0.271376238
5714,0.74936412
5427,0.334998421
5436,0.120909066
5725,0.554313572
5733,0.497541805
5454,0.271502809
10241,0.172327637
10566,0.143335248
10579,0.093144764
929,0.391568484
935,0.525582439
1261,0.349809464
951,0.484809812
952,0.517723107
955,0.119194928
1295,0.739035275
966,0.280216592
974,0.144862176
1305,0.17625366
995,0.412923712
998,0.111810969
1403,0.536055205
1001,0.195585835
1009,0.105124929
1338,0.226282238
1029,0.518100836
1053,0.123151113
1062,0.570641384
1067,0.068928791
1071,0.214045629
9957,0.101742961
9960,0.506272959
9671,0.517723107
9680,0.118571797
9982,0.409380752
9700,0.446272396
9712,0.552418862
10023,0.361412057
10042,0.095479486
10043,0.444675648
10048,0.214383971
10049,0.188245315
10054,0.100536451
10057,0.111827108
10388,0.223780701
10396,0.327896854
10700,0.171189697
10716,0.51710942
10418,0.384889988
10730,0.474352433
10733,0.510712938
10429,0.654171591
10844,0.422753722
10856,0.08162865
10448,0.203178253
10451,0.103587729
10458,0.151505418
10743,0.184028645
10753,0.229318298
10756,0.288245275
10465,0.686077238
10488,0.716987479
10490,0.172971888
10495,0.552430334
10510,0.739642566
10818,0.223860847
10531,0.218865463
10823,0.256305807
10544,0.712497833
10553,0.103254963
31437,0.456826266
31442,0.090888377
31451,0.241526209
31453,0.740624803
31143,0.689725238
31146,0.085911256
31149,0.517723107
31460,0.078212667
31466,0.532859632
31472,0.334559463
31788,0.211622755
32113,0.518100836
31807,0.107287333
32122,0.173545181
32127,0.326852055
31820,0.175957226
31832,0.518100836
32267,0.41984068
31860,0.112435388
31873,0.103241218
32168,0.60807015
32177,0.517723107
31882,0.514504877
31896,0.757008943
31910,0.206189142
32211,0.739038151
32232,0.713379245
31943,0.51710942
31950,0.331308803
32243,0.722248002
31966,0.1240809
31976,0.368182661
31666,0.357797651
31674,0.294442617
31989,0.392463332
31990,0.149378654
31991,0.523185785
31997,0.233807725
31692,0.518100836
31719,0.663462063
31723,0.391606974
32039,0.178157397
32042,0.245822883
31739,0.334559463
32061,0.436783874
32062,0.438965058
44333,0.084019556
44656,0.47039371
44658,0.412617387
44976,0.13384525
44990,0.518100836
45312,0.711995614
45644,0.109395601
41146,0.518100836
41459,0.497077331
41462,0.278466442
41787,0.081844273
42422,0.757008943
42743,0.11358007
43076,0.102611135
44350,0.299418182
44353,0.155115848
44356,0.088945281
25163,0.334559463
25490,0.149367676
25811,0.518100836
25501,0.404765166
25502,0.743310579
25505,0.101754865
25835,0.092423264
25966,0.071254764
25973,0.75651576
25570,0.141067072
25862,0.615767839
25871,0.507162042
25877,0.341598811
34738,0.375740422
34445,0.49661525
34447,0.143103549
34754,0.547573399
34764,0.094987274
34772,0.206945397
34775,0.218590189
34484,0.178699917
34180,0.172668855
34199,0.551981762
34527,0.518100836
34226,0.209298828
34555,0.470126897
34243,0.625844279
34252,0.094752672
34267,0.501459161
34276,0.102278831
34584,0.132157889
34283,0.518100836
34290,0.378545313
34291,0.146344127
34295,0.757008943
34599,0.070878541
34603,0.70175107
35267,0.537069235
35270,0.091509924
35279,0.274368611
35300,0.066288211
34981,0.082081058
35338,0.727425808
35425,0.597496873
35426,0.497820542
35432,0.286167754
35022,0.72920015
35347,0.248742186
35062,0.413261285
35072,0.576173357
35104,0.054670135
35106,0.530416644
35114,0.224810043
35131,0.287069259
21744,0.200389313
21754,0.501906074
21784,0.404286211
22088,0.412564479
22095,0.197475576
21806,0.632216678
21811,0.262294815
22099,0.715491029
22104,0.57457313
21819,0.334559463
21822,0.073460936
21834,0.472102545
21858,0.707660571
21862,0.434178901
21875,0.39140278
22163,0.335167052
21909,0.158779034
21910,0.653016827
21913,0.508712879
21650,0.53440954
21966,0.09904387
21977,0.517723107
21662,0.198071383
21665,0.433757378
21668,0.240154043
21683,0.203903465
21697,0.493043211
22665,0.173797744
31548,0.469604361
31553,0.092919309
31555,0.507800115
31232,0.751125479
31647,0.094543675
31243,0.166495814
31266,0.493033018
31274,0.381115764
31590,0.271911717
31294,0.089299446
31296,0.754400659
31600,0.369098868
31314,0.091111358
31358,0.086923425
31369,0.625217487
31376,0.752133998
31070,0.081352892
31382,0.43219411
31385,0.165397381
31393,0.170967005
31086,0.158961468
31114,0.403663716
12861,0.126347869
13182,0.518100836
13185,0.105877944
13190,0.214007216
13194,0.643528495
13536,0.518100836
13542,0.150132469
13559,0.238316095
13600,0.718737646
13608,0.757008943
13922,0.075378935
13934,0.543622709
13634,0.117005745
13948,0.752679933
13961,0.711039653
13973,0.752582493
13976,0.104248362
13987,0.110309396
13989,0.53321609
13993,0.180404542
13685,0.161914737
13397,0.7063812
13714,0.352346313
13408,0.083690495
13416,0.318321478
13734,0.517239149
13429,0.552430334
13743,0.363503484
13745,0.188133207
13440,0.493990494
13455,0.139639971
13461,0.517723107
13469,0.4013889
13780,0.294953739
13483,0.17007803
13486,0.106641293
13805,0.355194853
13503,0.069253897
13821,0.112988777
14154,0.698845401
14463,0.705369327
14464,0.067154755
14467,0.505230484
14484,0.119381879
14494,0.548354957
14182,0.459630038
14513,0.36082501
14517,0.518100836
14200,0.109174759
14230,0.51710942
14533,0.548707232
14536,0.67318418
14245,0.7556659
14246,0.07036574
14260,0.611328612
14263,0.757008943
14571,0.51710942
14574,0.072425888
14278,0.096507498
14279,0.176684207
14585,0.125981823
14589,0.747192185
14590,0.108551013
3494,0.396507007
3497,0.457482669
3824,0.174541208
3839,0.518100836
3513,0.747906605
3937,0.704934584
3532,0.3380313
3533,0.192247871
3537,0.550730748
3848,0.552430334
3543,0.633831098
3549,0.371310871
3553,0.238023947
3871,0.114625573
3880,0.081898141
3568,0.7063812
3573,0.443086706
3898,0.329485908
3585,0.638619513
3591,0.51710942
3313,0.607002541
3628,0.548495849
3356,0.283772679
3666,0.074735418
3390,0.583363916
3704,0.069028644
3719,0.195850707
3406,0.552430334
3722,0.719727109
3438,0.191532048
3743,0.444071514
3751,0.449775738
4386,0.757008943
4081,0.255720404
4084,0.373757113
4086,0.633575737
4407,0.518100836
4420,0.517723107
4106,0.072925623
4108,0.107259771
4113,0.329919175
4114,0.357495603
4429,0.096216647
4433,0.488776536
4124,0.088762961
4145,0.757008943
4465,0.552430334
4218,0.109948169
4504,0.072017682
4520,0.51710942
4523,0.085900188
4249,0.071331734
3946,0.069263721
3950,0.10988671
4293,0.665373532
5752,0.518100836
5470,0.491580401
5775,0.081492959
5777,0.098586089
5492,0.324201944
5494,0.569777221
5495,0.377511518
5788,0.353131996
5793,0.517723107
14054,0.724558912
14057,0.529800206
14398,0.068492493
14416,0.71483912
14098,0.076149063
14100,0.51710942
14103,0.687060724
14106,0.403724148
14421,0.51710942
14426,0.730196159
14430,0.552008906
14128,0.379811596
14130,0.713069095
15110,0.117770801
14789,0.547573399
14793,0.10904054
15120,0.242798209
15128,0.664722947
15138,0.459478259
14849,0.196283637
14853,0.436073462
14859,0.749541004
15199,0.079514603
14903,0.252352068
14929,0.506156653
14935,0.540771494
15253,0.29185283
14937,0.204094864
14949,0.311628833
14951,0.444427222
14676,0.518100836
15000,0.062456341
15014,0.51462526
14712,0.187306988
15022,0.413133823
15037,0.398792971
15041,0.470529205
14753,0.429068517
15062,0.150696688
15072,0.410413799
14772,0.483054463
14775,0.077600163
15736,0.067969277
15421,0.153881672
15424,0.470678031
15437,0.540485632
15752,0.706052991
15755,0.517723107
2158,0.195141427
2160,0.067916066
2161,0.460014241
2490,0.51710942
2493,0.751640797
2497,0.755659759
3120,0.46361745
3123,0.133812196
2830,0.518100836
3145,0.751360722
2871,0.072966195
3282,0.09067355
3288,0.08003127
2883,0.284732605
3187,0.535103979
2904,0.484521804
2909,0.169080752
3205,0.518100836
3234,0.723704602
3244,0.170422216
3245,0.643078734
3248,0.313302667
2960,0.517723107
2964,0.652795041
3260,0.074575492
3275,0.086576655
3279,0.5509872
2984,0.623780476
2987,0.216750209
2992,0.110400362
2708,0.606440765
2718,0.421666491
3022,0.482130706
3036,0.149566773
2720,0.742651286
2735,0.08344252
3053,0.247840651
3060,0.518100836
3071,0.442731855
3760,0.310522172
12309,0.196300962
12322,0.151629313
12352,0.34915883
12692,0.459142221
12382,0.518100836
12703,0.194622564
12710,0.746266469
12727,0.418408615
12428,0.06441576
12444,0.289544598
12447,0.363616721
12451,0.34251518
77557,0.261882088
78505,0.518100836
78821,0.08872051
79784,0.106189708
80100,0.21714355
80423,0.10404017
80437,0.71800282
80750,0.674566734
81060,0.121514684
81068,0.184923461
81075,0.479118418
81381,0.552430334
76604,0.090043652
77252,0.757008943
77562,0.205668541
78212,0.162736265
78214,0.753118579
78518,0.424205052
78520,0.071235459
78521,0.188363902
78857,0.239565041
79163,0.532447456
79803,0.244510367
80123,0.610103389
80136,0.755219884
80138,0.214908683
80450,0.085832486
80454,0.07016328
80455,0.578249611
80457,0.5397799
81401,0.750017112
2266,0.161793681
2595,0.525078494
2289,0.125848957
2609,0.333589991
2611,0.518100836
2613,0.410768597
2616,0.490570428
2628,0.237652677
2654,0.106483034
2346,0.069313398
2356,0.112464965
2057,0.334559463
2364,0.661828173
2372,0.051112001
2083,0.518100836
2115,0.378016287
2116,0.134264236
2117,0.495463301
2442,0.757008943
2454,0.181659248
2147,0.072429341
71153,0.257517682
66365,0.068987315
66998,0.132939134
67003,0.250151696
67007,0.602998236
67012,0.122883739
67317,0.575897365
57463,0.055368852
58098,0.486045361
58105,0.436929093
58414,0.167644776
58420,0.717596088
58746,0.51710942
59061,0.518100836
59068,0.749060786
59375,0.51710942
59376,0.311858561
59387,0.261987184
59700,0.517723107
60026,0.513641832
60028,0.206578751
60348,0.255130965
60655,0.06790015
60657,0.518100836
60973,0.728377992
56201,0.645287557
56525,0.110419355
56837,0.067399185
56843,0.381146846
56845,0.150228801
57164,0.51710942
57805,0.135219254
57806,0.307637761
57808,0.088912296
58111,0.090787913
58436,0.704110904
58447,0.720089462
58751,0.735440621
59073,0.098129607
59396,0.215167746
59405,0.334559463
59716,0.548783344
60037,0.085862343
60045,0.552430334
60357,0.060399303
60363,0.481981887
60672,0.704938479
60684,0.51710942
60687,0.51397516
61006,0.112396249
56220,0.474856564
56222,0.078958131
56539,0.344421401
56540,0.510592935
56548,0.329495105
57497,0.568362502
57509,0.518100836
57821,0.172374021
58135,0.391552843
58458,0.334559463
58790,0.490405152
59424,0.085845357
59425,0.070110731
65474,0.380702631
65484,0.250565404
65797,0.094606464
65810,0.204153088
65812,0.171151117
70503,0.518100836
70505,0.263476691
70825,0.517618282
70831,0.187274019
70832,0.099271031
32454,0.53917783
32781,0.722248002
32789,0.085619534
32812,0.077779778
32506,0.077389202
32512,0.466974737
32844,0.757008943
32845,0.642721985
32852,0.47197314
32875,0.40375534
32897,0.517723107
32585,0.430631275
32279,0.752625396
32600,0.37042007
32610,0.314167172
32615,0.518100836
32635,0.490668559
32638,0.75651576
32340,0.68880265
32345,0.207664459
32664,0.170235106
32674,0.352629903
32393,0.35797661
32702,0.123228303
32411,0.178178363
33048,0.38697275
33094,0.694530599
33402,0.757008943
33413,0.75651576
33105,0.087959308
33131,0.130736687
33168,0.576735714
33460,0.751993604
33461,0.43421188
33473,0.518100836
33180,0.51710942
33214,0.519262715
33219,0.383075116
33226,0.189975289
32929,0.240523782
32934,0.518100836
33241,0.049655688
41842,0.699389368
42495,0.082637187
42807,0.129326209
42808,0.092344525
42810,0.722248002
43122,0.546432772
44100,0.517723107
44411,0.500507277
44418,0.722306075
45388,0.316854679
45394,0.52370172
45399,0.248222655
41541,0.517723107
41866,0.334559463
41875,0.372677314
42189,0.486067113
42196,0.508363429
42517,0.558238715
42521,0.115689006
42829,0.51710942
43477,0.120621326
44119,0.552430334
44755,0.284701774
45407,0.609952474
45414,0.196335772
40586,0.07340315
40917,0.518100836
41572,0.753970475
41889,0.638584135
41891,0.07244638
41897,0.33755658
42202,0.521445449
42216,0.517723107
42539,0.513281937
42855,0.168959445
43173,0.05486053
43482,0.518100836
43486,0.15156521
43487,0.227009191
43803,0.545523509
44131,0.061657854
44453,0.745910917
44776,0.08205301
45103,0.161461908
45436,0.577654877
40614,0.198692609
40937,0.530226741
41272,0.080158664
41274,0.159184623
41586,0.343644967
41591,0.073950533
41595,0.164651521
42237,0.721171558
70257,0.549634522
75682,0.153030129
76004,0.468290807
72500,0.139408437
72817,0.075025652
73461,0.708216009
73785,0.095715713
73795,0.071600483
73796,0.516185163
74105,0.208841158
74116,0.393700428
74435,0.298081282
74743,0.47550533
75071,0.188951511
75709,0.277510105
73477,0.290327254
73483,0.179416226
73798,0.589122546
74125,0.113714315
74128,0.106166869
74450,0.46729348
74769,0.064164925
74774,0.709251097
75085,0.245672874
75089,0.552430334
75406,0.754000848
76057,0.135974133
76374,0.077378902
76376,0.67523832
71902,0.51710942
71903,0.70966938
72549,0.517723107
72550,0.732852717
73179,0.073878829
74466,0.517723107
77547,0.599704266
22773,0.112155842
22469,0.334559463
22779,0.32870767
22795,0.552430334
22796,0.393107446
22482,0.18809154
22487,0.290694113
22491,0.223599714
22817,0.737510483
22216,0.685065261
22537,0.334559463
22542,0.19270171
22556,0.2189177
22568,0.079803798
22261,0.278294312
22266,0.115260456
22274,0.317018661
22584,0.420985938
22281,0.146617994
22618,0.068171715
22312,0.224648821
22329,0.334559463
22643,0.197444617
22959,0.711095798
23280,0.23932167
22996,0.074730988
22997,0.269859251
23315,0.120370769
23033,0.518100836
23455,0.757008943
23339,0.681216833
23371,0.072460142
23080,0.74739543
23384,0.41816579
23101,0.444052733
23118,0.112173981
23400,0.167732242
23139,0.071731348
22850,0.159211923
22881,0.084601926
22891,0.442523335
32071,0.539838623
32076,0.743977213
31775,0.334559463
32743,0.062854986
32438,0.730196159
32443,0.07116688
45011,0.076353624
45327,0.648773143
45332,0.532281044
45334,0.067750837
40520,0.546368416
40846,0.552430334
41159,0.546714871
41489,0.40592792
41807,0.729702975
41813,0.537289352
42128,0.546519295
42450,0.361322864
43406,0.181262305
43411,0.309264256
43417,0.116682645
43726,0.705876266
45024,0.51710942
40853,0.432162902
41510,0.755190777
41514,0.264909466
41832,0.543741445
41838,0.261490546
42156,0.517723107
42475,0.095383306
42798,0.197345571
43107,0.60502299
43111,0.518100836
43120,0.068331655
43121,0.552430334
43422,0.261903134
44070,0.219072996
45042,0.518100836
40546,0.33505848
41522,0.518100836
54649,0.513146948
54650,0.51710942
54973,0.570686006
54986,0.115955111
55300,0.301598286
55306,0.541278922
55617,0.552430334
55619,0.302142197
51440,0.699373942
51442,0.152604792
51443,0.100926579
51772,0.088445413
52104,0.518100836
52424,0.518100836
52434,0.2956245
53069,0.476948806
54025,0.484737338
54362,0.187451083
54674,0.611511426
54678,0.518100836
54995,0.757008943
55314,0.325966972
55322,0.65476789
55639,0.744387335
55644,0.365489559
51135,0.518100836
51462,0.518100836
51466,0.750339564
52123,0.47745226
52456,0.518100836
52776,0.518100836
53090,0.077796667
53095,0.481321453
53407,0.517723107
53729,0.139211574
53735,0.51710942
54047,0.114015189
54692,0.517723107
55017,0.720580686
55020,0.741109249
55027,0.54014201
55028,0.446022619
55657,0.359125133
55660,0.426337766
50841,0.522011885
50846,0.382341004
52143,0.106990531
53436,0.272056951
53758,0.192714641
54064,0.115613727
54073,0.739440759
54395,0.40786067
54397,0.636818757
54402,0.517723107
55048,0.290324928
55358,0.517723107
55678,0.180882181
50858,0.554791031
51181,0.372962768
66118,0.207891255
66125,0.106263
61671,0.148763097
62299,0.334559463
62613,0.196109281
63253,0.679386584
63255,0.368611331
63577,0.746715933
63580,0.238242722
63586,0.15689699
64217,0.079051765
64223,0.074380111
64226,0.187037192
64855,0.647208021
65189,0.491564886
65497,0.51710942
65816,0.068085088
61368,0.700315649
61994,0.51710942
61996,0.075734067
62010,0.518100836
62960,0.517723107
62961,0.712166337
63288,0.070949463
63596,0.086486467
64558,0.079429071
64562,0.062534702
64882,0.20281404
65210,0.585723799
66156,0.147211858
61705,0.069485463
62026,0.100481414
62348,0.087921275
62656,0.54718693
62665,0.384802702
62974,0.082570146
62988,0.502074014
63295,0.113208791
63297,0.062875982
63305,0.107394589
63624,0.12406175
64895,0.132846894
65216,0.15072985
65228,0.745053147
65863,0.085729523
65870,0.334559463
61084,0.673812014
61716,0.089352898
62686,0.518100836
62689,0.083024003
62692,0.38405416
63319,0.09853703
68020,0.149867623
68337,0.341912079
68660,0.073900738
68673,0.75651576
68977,0.484081322
69297,0.552430334
69306,0.082883682
54522,0.334559463
54848,0.746589898
55154,0.53263833
55163,0.518100836
55165,0.461879103
55805,0.334559463
55808,0.208938647
50990,0.311909682
51641,0.31177953
51964,0.202156059
52607,0.51710942
52608,0.070841671
52924,0.60232647
52934,0.273671212
53253,0.221077136
53262,0.360497263
53902,0.256849901
54205,0.135279921
54208,0.083793087
54218,0.182026825
54861,0.450147339
54862,0.070562286
51001,0.595810202
61152,0.084595487
61155,0.105551302
61162,0.079186744
61793,0.552231049
61799,0.116168255
62127,0.518100836
62754,0.51710942
63078,0.177491112
64035,0.681395887
64048,0.297170717
64688,0.19247002
65010,0.476036331
65314,0.07415931
65329,0.070067669
65635,0.457895411
65645,0.610769001
65957,0.067803078
65960,0.102754959
65965,0.552430334
61179,0.291332478
61511,0.097063004
61819,0.555472923
61827,0.730196159
63422,0.175747544
63739,0.578047949
63744,0.086252474
63751,0.415137747
64376,0.098417294
64379,0.276951371
45499,0.334559463
40673,0.666926462
40992,0.67811256
40998,0.663989781
41318,0.422447037
41327,0.552430334
41966,0.442622262
41975,0.752455532
42292,0.518100836
43574,0.1563832
44213,0.51710942
44548,0.105678089
44861,0.442903455
44864,0.730196159
45185,0.115074518
45187,0.518100836
45513,0.435220919
45520,0.056434403
40695,0.434342949
40705,0.757008943
54147,0.080289567
54479,0.195357567
54789,0.51710942
55127,0.088866579
55753,0.518100836
